2018-11-07T00:26:13.904681	da:a1:19:80:8b:4a	UNKNOWN		-75
2018-11-07T00:26:13.926562	da:a1:19:80:8b:4a	UNKNOWN		-69
2018-11-07T00:26:14.284397	70:70:0d:b4:aa:fe	Apple, Inc.	NCKUEE-802.1x	-85
2018-11-07T00:26:19.786321	d4:6d:6d:75:23:3f	UNKNOWN		-83
2018-11-07T00:26:22.310619	ba:25:cf:19:98:58	UNKNOWN		-81
2018-11-07T00:26:23.949518	64:70:33:8e:06:f4	UNKNOWN	NCKU-WLAN-802.1x	-67
2018-11-07T00:26:23.982850	64:70:33:8e:06:f4	UNKNOWN	NCKU-WLAN-802.1x	-69
2018-11-07T00:26:31.986703	da:a1:19:3e:7c:56	UNKNOWN		-87
2018-11-07T00:26:34.032491	14:4f:8a:d5:5e:da	UNKNOWN		-81
2018-11-07T00:26:34.704537	64:70:33:8e:06:f4	UNKNOWN	NCKU-WLAN-802.1x	-83
2018-11-07T00:26:49.999570	74:da:38:6a:ca:02	Edimax Technology Co. Ltd.	2F LAB Teacher	-85
2018-11-07T00:26:56.334676	1c:70:22:0a:82:46	UNKNOWN		-59
2018-11-07T00:26:57.023311	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:27:00.188881	02:fc:1b:32:63:bd	UNKNOWN		-65
2018-11-07T00:27:04.335385	90:4c:e5:5d:c9:d4	Hon Hai Precision Ind. Co.,Ltd.		-91
2018-11-07T00:27:12.067679	da:58:c8:e8:44:e1	UNKNOWN		-77
2018-11-07T00:27:19.690229	d4:6d:6d:75:23:3f	UNKNOWN		-43
2018-11-07T00:27:19.823926	d4:6d:6d:75:23:3f	UNKNOWN		-71
2018-11-07T00:27:21.343292	1a:8d:de:e7:48:88	UNKNOWN		-85
2018-11-07T00:27:32.966373	5e:91:ae:47:bf:0e	UNKNOWN		-87
2018-11-07T00:27:36.476551	d4:0b:1a:67:7b:bd	HTC Corporation		-69
2018-11-07T00:27:36.486942	d4:0b:1a:67:7b:bd	HTC Corporation		-67
2018-11-07T00:27:54.265325	4a:12:92:80:e0:78	UNKNOWN		-61
2018-11-07T00:27:54.276067	4a:12:92:80:e0:78	UNKNOWN		-63
2018-11-07T00:27:56.269164	1c:70:22:0a:82:46	UNKNOWN		-59
2018-11-07T00:27:57.036209	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:28:13.420824	d4:0b:1a:67:7b:bd	HTC Corporation		-69
